Car_VIN,Brand,Model,Year,Engine_Size,Fuel_Type,Price
VIN5PU0JVE12KRBLG,Toyota,Corolla,2022,1.9,Hybrid,29763.19
VIN95DM8LMFXA8IKN,Hyundai,Santa Fe,2023,3.3,Petrol,26520.16
VINOPTN17ER9REDIQ,Volkswagen,ID.4,2010,0.097549377,Electric,38260.44
VIN5QYEJFRI44DJUA,Tesla,Model Y,2015,0.065753304,Electric,68503.52
VIN1M388LKUSDM0KR,Ford,Explorer,2004,1.9,Petrol,33414.08
VIN9OTPH1YRA4MGHM,Volkswagen,Golf,2004,2.5,Diesel,35296.25
VIN7EO0UHLI25QAIN,Toyota,Camry,2005,2,Diesel,55054.24
VIN3OVJ9N5QDL0GJ8,Volkswagen,ID.3,2019,0.009763902,Electric,40219.63
VINOJ11V4CRZ0VNEB,Chevrolet,Equinox,2003,2.8,Diesel,38042.7
VINR7I8LIT572YVIC,Mercedes-Benz,C-Class,2022,2,Hybrid,46940.16
VINNYAAPVDYH48NR7,Volkswagen,ID.4,2020,0.041132045,Electric,49206.22
VINEMSYH0G40EPW51,Volkswagen,Golf,2009,2.6,Petrol,31265.09
VING23JGE1GH5OMH6,Volkswagen,Passat,2015,2.8,Hybrid,32175.43
VINZXWZXGBD0JOV9G,Toyota,Corolla,2018,1.9,Petrol,43932.79
VINLSKC7668FOGRDD,Audi,A4,2012,2.3,Petrol,45159.69
VINDX482G1RUZ7QAT,Toyota,Prius,1997,1.3,Hybrid,34830.1
VIN7ECC1K7DQFURA4,Ford,Focus,2018,1.3,Diesel,43506.22
VINVNUV9YANG5E713,Mercedes-Benz,C-Class,2008,3.3,Petrol,33305.91
VINCYTCRYUBCHSVS2,BMW,3 Series,2004,2.5,Diesel,21238.79
VINZKQ4DWUJPSQ7AJ,Volkswagen,Passat,2010,1.8,Hybrid,43626.15
VIN0CQAR4Q6UIXYJ6,Mercedes-Benz,E-Class,2018,2.8,Diesel,51275.43
VINEDQOX0HVYH3CUX,Volkswagen,Passat,2005,2.2,Diesel,46851.09
VIN6278Y2R4WKN4UY,Volkswagen,Golf,2013,2.2,Diesel,41531.37
VIN6TTLI6OKDKBUMU,BMW,3 Series,2003,2.2,Diesel,
VINKK35D1QWGQVILC,Audi,Q5,2000,2.4,Diesel,22341.06
VINSORS8PMGZG8L70,Ford,F-150,2000,2.3,Petrol,54575.26
VINXHZ0K6VP1NNE5W,Hyundai,Elantra,2022,1,Petrol,47332.87
VIN5F8S0J2L15NI1K,Mercedes-Benz,C-Class,2016,3.1,Diesel,44716.22
VINV37R792Y516G7T,Hyundai,Elantra,2018,2.4,Petrol,59967.95
VINO8B7XE8W3475Z1,Toyota,Prius,2010,3.2,Hybrid,37176.19
VINJAZ90Z98EHLEIT,Chevrolet,Equinox,2014,2.7,Diesel,50512.91
VINTIS88IFJWRRUGU,Volkswagen,ID.3,2021,0.015746371,Electric,75513.9
VINFIZ1ZR2BTMVH3V,Volkswagen,ID.3,2019,0.059654461,Electric,31144.94
VIN0K560ZSQEV2NZT,Volkswagen,ID.4,2020,0.078623316,Electric,52048.95
VINNG8YATGC97GTBT,Chevrolet,Equinox,2020,1.6,Petrol,44800.75
VINFYHL6Y5H7A4SCA,Hyundai,Ioniq,2015,3.4,Diesel,49481.95
VIN1EGKD0ZZ0C0C65,Chevrolet,Cruze,2012,1.4,Hybrid,49974.06
VINQZWPUDWSUKORRI,Chevrolet,Malibu,2017,2.9,Petrol,53244.27
VINLXH2O0ILT03EUS,Audi,e-tron,2018,1.3,Electric,34323.49
VIN9RBUIR0GM04S35,Mercedes-Benz,C-Class,2004,3.4,Hybrid,45683.61
VINOJSAQM0K58X8SB,Nissan,Altima,2014,1.2,Hybrid,41541.91
VIN75JPLJ2PTIW1N7,Tesla,Model 3,2001,0.010922738,Electric,67058.19
VINW9BD2C2AZZ401K,Toyota,Corolla,2023,1.5,,33618.21
VINMNMI7JNFNCFHRP,Audi,Q5,2008,2,Hybrid,38955.89
VINA1M5VJBRH4KAUP,Toyota,Camry,2001,2.1,Diesel,37522.36
VINMNU9TCI4PB28E7,Ford,Focus,2002,2.1,Diesel,52802.36
VINVW29LMHLIBTGZZ,Volkswagen,Golf,2011,2.8,Petrol,40203.54
VINUM8BE89PKQAJ9D,Chevrolet,Bolt EV,2014,1.3,Diesel,38618.45
VIN2HPIFQOWLH9569,Toyota,Highlander,2011,2.7,Hybrid,46485.57
VIN7PZP79ZMDSXEUD,BMW,3 Series,2019,1.8,Hybrid,26751.36
VIN8RJCORS4KEH8T1,Audi,Q5,2009,1.6,Petrol,20035.15
VIN01KWVJZ70B1KHG,Tesla,Model S,2004,0.084218107,Electric,74802.3
VINKBB6UY7YXFABJL,Hyundai,Elantra,2008,1.1,Petrol,33194.43
VINX1DFRL91M1HUS5,Tesla,Model X,2020,0.02789734,Electric,60081.22
VINSUDX60BUD4EA67,Mercedes-Benz,C-Class,2023,1.9,Petrol,47958.68
VIN13S6MCMR4W6CKH,Toyota,Prius,2007,1.3,Hybrid,30828.98
VINYTPYXQ2VBUQO22,Ford,Mustang,2073,2.9,,34171.37
VINN8ILU63F716QEF,Toyota,Camry,2000,2.1,Petrol,57749.15
VINUBPCVTUQNABSN3,Toyota,Corolla,2015,2.4,Hybrid,33814.71
VINXMKVXDD1RPVBLD,Hyundai,Ioniq,2007,3.5,Petrol,39641.21
VIN30MID6TR3WWXU2,Chevrolet,Malibu,2004,1.5,Hybrid,47008.97
VINEUB2KF6K3PHQBL,Chevrolet,Equinox,2006,2.3,Diesel,39611.74
VINCZF98NLSVUOAMK,Audi,A3,2021,3,Diesel,43731.67
VIN4KTKPPKNPXULBQ,Audi,A3,2015,2.5,Hybrid,38329.52
VINT6A93DKP349ELF,Mercedes-Benz,EQC,2019,0,Electric,38219.65
VIN7F5OHP8SUOXAVB,Tesla,Model 3,2002,0.059994909,Electric,50742.99
VINZWAS4RWZK1583X,Chevrolet,Equinox,2014,2.5,Hybrid,25074.77
VINEI4O3GCN94XT1B,Toyota,Prius,2020,1.1,Hybrid,57667.2
VIN0LUYKEO8WU4RVL,Volkswagen,Passat,2012,1.6,Diesel,53214.69
VIN63DTZ2CYH0BZ9V,Chevrolet,Cruze,2023,3.4,Petrol,56891
VIN4KKOVAD90KRXED,Mercedes-Benz,E-Class,2014,2.7,Diesel,26723.69
VIN9AAGRNBSRL9XT7,Tesla,Model X,2021,0.034825613,Electric,71795.21
VINX3I6SCELR2QDX3,Toyota,Corolla,2003,3,Hybrid,38559.01
VINM88EBXK6KYRJSU,Nissan,Altima,2005,1.4,Diesel,55423.16
VIN1810MFYLP55A0R,Toyota,Prius,2021,2,Hybrid,27785.34
VIN1S4ES3MI54UMQ8,Volkswagen,Golf,2019,1.6,Diesel,49630.92
VIN4LLG3C3X1NHL1I,Nissan,Altima,2000,3.3,Hybrid,31365.52
VINJ84B8IEQBF9N52,Ford,F-150,2022,1,Diesel,42629.22
VIN6MHL64XXBOQ9QF,BMW,X5,2000,1.5,,55984.95
VINQUBSRNLNVR31HV,Hyundai,Kona Electric,2019,0.080133292,Electric,60057.31
VINZJ7N4JPHHDEH8F,Chevrolet,Equinox,2017,2.6,Hybrid,31690.32
VINMP3VB6LG6LIX42,Chevrolet,Cruze,2016,2.2,Diesel,33776.49
VINNK3DWVNTPEH4YI,Volkswagen,Golf,2022,1.9,Diesel,42005.78
VINFEDO7CM56NZNS3,Mercedes-Benz,EQC,2019,0,Electric,48168.1
VINLB6LQVMB4QI99D,Toyota,Corolla,2000,1.6,Diesel,51723.49
VINZMI5WKJZW4YDMC,Volkswagen,Passat,2012,2.6,Hybrid,26954.25
VINIAMI3DSLA6TXQD,Tesla,Model 3,2018,0.001941076,Electric,79713.58
VINPC3IP2BLDRESGG,Mercedes-Benz,C-Class,2022,1.5,Diesel,52411.65
VINXQD60DO25AO7KY,Ford,Focus,2012,2.9,Diesel,55983.08
VIN6KPZK58AWWYAVQ,Hyundai,Elantra,2008,1.7,Petrol,32548.73
VINWCEIILUXBYNLS7,Audi,e-tron,2022,2.5,Electric,25419.95
VINH9NE8RCVDUODSY,Tesla,Model X,2003,0.099714821,Electric,36430.23
VIN6TVCIHHF9INCCL,Mercedes-Benz,C-Class,2023,1.1,Diesel,29180.14
VINBPPYWRX4N2334T,BMW,3 Series,2008,3,Petrol,
VIN4LWZRS6JQ3SWFX,Nissan,Rogue,2001,2,Diesel,22803.48
VINVOVRP92KO9S0Z6,Audi,A3,2018,1.4,Petrol,34852.68
VINFO1JMY4GUDJNPD,Mercedes-Benz,EQC,2019,0,Electric,48402.11
VINR7X2EUXZWD3EH9,Ford,Mustang,2001,1.1,Diesel,23848.87
VIN90DULJ2XA7GM8B,Nissan,Rogue,2017,1,Hybrid,39080.3
VIN5LKOOM6MMTMX95,Audi,Q5,2021,1.7,Petrol,57577.3
VINWK1CY32O016IDQ,Hyundai,Santa Fe,2020,2.7,Hybrid,32849.76
VINPDJY0JRURHC6VL,Toyota,Corolla,2005,2.2,Petrol,50290.14
VINJUJTG91UYPFCTY,Nissan,Rogue,2008,3,Diesel,41481.91
VINS8UZU25LUM54CH,Ford,Focus,2014,2.9,Petrol,42038.38
VIND3OY9GMY8VN1AI,Nissan,Sentra,2001,2,Petrol,21464.36
VINEJQ6RC4OJRAE89,BMW,3 Series,2008,1.1,Diesel,40989.32
VINWJ6VRE80NMNFDC,Mercedes-Benz,C-Class,2002,1.9,Diesel,24338.84
VINEBBHV6B9F8UHOY,Ford,Explorer,2008,3.3,Hybrid,39353.3
VINGZE4DEVUX5N3O5,Nissan,Rogue,2006,3.1,Hybrid,45083.35
VINDRJM6K2J3FRACC,Hyundai,Kona Electric,2021,0.041971376,Electric,70258.57
VINKQRQD0BH270N47,Toyota,Highlander,2015,1.2,Hybrid,43604.28
VINIKYRZU4SAHXD92,BMW,3 Series,2018,2.2,,38867.12
VINIMMB9PT7AKIPBZ,Tesla,Model 3,2001,0.082553509,Electric,41523.53
VIN0D7ZDH1DI1YK43,Nissan,Altima,2018,1,Petrol,37000.54
VIN7TT2P8X7DFT5Z5,Nissan,Rogue,2022,1.6,Petrol,51516.96
VINERT2CRJ4UI0EW5,Hyundai,Ioniq,2016,1.3,Diesel,32493.29
VINYS1PND22KQEMJH,Volkswagen,Passat,2010,2.6,Diesel,22200.8
VIN471U3HBZZ4H0QE,Mercedes-Benz,GLC,2014,2.8,Hybrid,30905.36
VINOYFAKG22K9U160,Audi,A4,2004,1.9,Diesel,51336.98
VIN6H09SKCVPXGO7B,Tesla,Model X,2001,0.017807774,Electric,50564.98
VINMZ8K82JAONHJJF,Toyota,Highlander,2017,1.9,Petrol,48674.66
VINDJMTWMNQRJAY0D,Volkswagen,Passat,2013,1.5,Hybrid,49567.32
VIN79H5I2HA35UDWR,Nissan,Sentra,2010,1.6,Petrol,51486.89
VINL5B76499OE68IF,Chevrolet,Bolt EV,2010,1.3,Petrol,43432.22
VIN48XXO10YPO7878,Ford,F-150,2013,2.6,Hybrid,40944.48
VIN53UIU6MVRRS403,Nissan,Altima,2001,2.5,Hybrid,31326.63
VINY80FI7LB5WFRUM,Chevrolet,Equinox,2009,3.4,Diesel,27710.34
VINKWK9TM1Q5D5D1N,BMW,X3,2006,1.7,Petrol,44635.84
VINBEGEE575OBFLUF,Chevrolet,Cruze,2005,1.9,Hybrid,27240.67
VINPYK92P89G1XW8L,Nissan,Sentra,2007,2.9,Diesel,
VINLSWAP7KBEXOHT3,Ford,F-150,2023,3.3,Petrol,57957
VIN3ATOCFUNKIGL0U,Audi,A4,2007,1.4,Hybrid,31993.53
VINVE6Y0Z4J0D607O,Nissan,Altima,2018,2.1,Diesel,51200.71
VINVKIPKD8EN60RSZ,Mercedes-Benz,GLC,2006,2.3,Diesel,43571.04
VINISQIDU7UKXLWOE,Tesla,Model X,2003,0.003986943,Electric,71825.44
VINU8BB938B6WU6GR,Hyundai,Ioniq,2008,2.4,Diesel,
VIN4N8XO2RE9110CR,Hyundai,Ioniq,2013,3.5,,
VINWL0VEU6CT0ER7E,BMW,X3,2013,2.6,Hybrid,36534.89
VIN31O38BZ5DRQ9QK,Nissan,Leaf,2022,2.5,Electric,36592.07
VIN8Z6F3RM1VOH4ZW,Mercedes-Benz,C-Class,2008,2.3,Diesel,58912.93
VINCW0JEYNN01X66Y,Audi,e-tron,2019,1,Electric,36490.56
VINLW1CIK7MHKYST2,BMW,X5,2017,2.6,Petrol,55788.25
VINHCBR4IA8DDYVXZ,Toyota,Highlander,2002,3.3,Diesel,25317.29
VIN3Z39KC4P9G7TOF,Nissan,Leaf,2017,2.9,Electric,51112.83
VIN2R1EPSW706FCO8,Nissan,Altima,2011,2.2,Diesel,49789.48
VINWXO8D83HOVXF5C,Ford,Mustang,2006,2.6,Hybrid,37875.45
VINQU7Z9WVQWW8170,Hyundai,Ioniq,2017,1.2,Petrol,38038.94
VINMHJ4VZSP1SE2IJ,Ford,F-150,2004,2.8,Petrol,25027.76
VINECC2K3ZSK7RL83,Volkswagen,Golf,2009,1.9,,35057.1
VINS755G3SJF4YIX1,Toyota,Corolla,2008,1.5,Petrol,29550.16
VINH1HZV5SQB7ZZK0,Nissan,Sentra,2021,3.5,Hybrid,49442.08
VIND0VM2YHX9CEIGA,Volkswagen,ID.3,2021,0.008919409,Electric,77374.53
VINTO1OWPLM6QRB08,Hyundai,Kona Electric,2020,0.063868897,Electric,78029.51
VINBIC0B3AN4VEZRN,Nissan,Rogue,2008,3,Hybrid,34551.49
VINHWRKW9ANLIEUW7,Hyundai,Elantra,2020,1.8,Petrol,25347.43
VINE87FQTG8SGIGOO,Audi,Q5,2000,1.8,Petrol,
VINKI7FHHW3C98BQW,Ford,Focus,2015,2.3,Hybrid,29612.78
VIN8SEQRD7L8SDW5E,Toyota,Highlander,2010,2.4,Diesel,35724.69
VINT774KJYXRSGV6E,Tesla,Model 3,2009,0.061891565,Electric,65734.43
VINHCVKYPSLG8BQC5,BMW,3 Series,2006,3.5,Diesel,32767.16
VINLRNP9OWRJSDJZK,Nissan,Rogue,2004,2.9,Petrol,52404.95
VINCHRVDMWO4EXTYX,Tesla,Model 3,2008,0.096461624,Electric,62839.28
VINU0L0ISY4299OTP,Audi,e-tron,2021,3.1,Electric,20552.94
VINJLYVIZ7FIN3S5X,Chevrolet,Bolt EV,2005,3.4,Diesel,26820.13
VIN9PF9SXL9BET2GZ,BMW,X3,2017,2.6,Diesel,
VIN7YX35LLIO52WZG,Volkswagen,ID.3,2020,0.062751185,Electric,34710.05
VINWD1II903IPV9WX,Hyundai,Santa Fe,2001,3.1,Petrol,38655.54
VINY11QZ09WN8IQIY,Toyota,Camry,2020,3.1,Hybrid,36426.84
VINRHN32IGTWET9VT,Chevrolet,Malibu,2011,1.3,Hybrid,26547.43
VINAWSP374ZJWV9VO,Mercedes-Benz,GLC,2015,2,Hybrid,40136.59
VINNZUP3GJ2U6SXQX,Audi,Q5,2006,1.6,Petrol,30866.81
VINR1D0TYFBHB0HSY,Mercedes-Benz,EQC,2019,0,Electric,26519.85
VIN0VCEUKH3ZDSVJC,Tesla,Model 3,2021,0.081270186,Electric,64277.76
VINNF562UU0RH4V06,Audi,A3,2019,1.4,Hybrid,25642.38
VIN1O708FXQZOJMMG,Toyota,Highlander,2006,1.6,Diesel,37469.9
VIN8CX9QW05LNMO0P,Hyundai,Santa Fe,2004,1.1,Petrol,21842.43
VINR4RAZJY5OCN8X7,Chevrolet,Cruze,2007,3.2,Petrol,44958.01
VINPC1RZ0AO1AI8QF,Toyota,Camry,2012,1.5,Hybrid,38259.36
VINNXGFJXHM6NEW3M,Volkswagen,ID.3,2019,0.049656431,Electric,41456.47
VINT31V5H8B9XA0GR,Audi,A4,2014,1.5,Hybrid,42569.52
VINKCPWCD6EJXBA5I,Chevrolet,Equinox,2017,1.4,Diesel,39631.63
VIN8LHV8BYTPBI4VS,Nissan,Sentra,2015,1.1,Hybrid,36747.23
VIN5ZAX7K7XL7DM9A,Volkswagen,Passat,2003,3,Diesel,20506.21
VINW77502AGRGYATM,Tesla,Model Y,2009,0.072172722,Electric,55291.16
VIN0FK4HZKD6L8SJF,Tesla,Model Y,2013,0.065980584,Electric,42797.36
VIN7K3F3PV1OQWJFV,Audi,A4,2011,2.5,Diesel,55536.03
VINX6OPCN5URPDZP6,Hyundai,Santa Fe,2009,2.4,Petrol,56314.13
VINBKZF0YE4Z29HPL,Tesla,Model S,2006,0.086305335,Electric,78993.87
VINU1B7RQH92RSEWI,Nissan,Leaf,2016,2.9,Electric,31412.17
VIN6YPC6B6F57TMW7,Toyota,Camry,2001,2.1,Diesel,47370.23
VINYRDDKX9Z1S6PEG,BMW,5 Series,2011,3.4,Diesel,52466.32
VINC7PNV7Y5RVT7BA,Nissan,Leaf,2010,3.4,Electric,38225.48
VINUEK8K0YF822VOP,Chevrolet,Equinox,2021,2.9,Diesel,58244.33
VINOAYN4D5U3SRCS9,Mercedes-Benz,E-Class,2016,3,Petrol,35003.97
VIN2UXO1WW8G8GJVV,Tesla,Model X,2018,0.077256209,Electric,31348.8
VINK5AK775DGZO0L5,Volkswagen,Passat,2000,1.9,Hybrid,31929.03
VINZHNW4095YXYC19,Hyundai,Kona Electric,2018,0.024241185,Electric,74364.27
VINOTJNJT5AK82H7S,Hyundai,Elantra,2019,3.1,Petrol,31456.98
VINOUK5KGHPPR11KH,Audi,A3,2020,1.1,Petrol,53669.35
VINY55GWEHFE7S0TD,Hyundai,Elantra,2020,2.1,Diesel,53068.09
VINMNIQU9LM5GQFV8,Hyundai,Ioniq,2015,2.5,Diesel,49847.56
VIN6AXA08P5EDIJ3W,Ford,F-150,2003,2.8,Hybrid,44089.61
VIN2HBPEU3GOU2Y4Z,BMW,5 Series,2023,2.6,Hybrid,40905.86
VIN7I1NM552B6BMOC,Chevrolet,Bolt EV,2001,1.8,Diesel,38891.1
VINJ5VZVWLDNE1KY7,Tesla,Model X,2012,0.096356818,Electric,75354.55
VIN0EXUHZVIFACV9F,BMW,X5,2000,3,Hybrid,27539.95
VINWNX8REXRK62AI8,BMW,3 Series,2020,2.2,Hybrid,49061.5
VINNHK19AFOYDV711,BMW,X3,2008,2.9,Diesel,25751.5
VINHEJ48EGJU6JRJF,Nissan,Leaf,2013,1.9,Electric,58147.72
VINZTTKAFZE01KZXE,Ford,F-150,2008,2.5,,30478
VINWMLP9Z0JRB0LIB,Mercedes-Benz,C-Class,2008,3,Petrol,45322.49
VIN37XJW0598OYIJ4,Hyundai,Santa Fe,2023,1.1,Hybrid,43448.79
VINM66RN4TYKGIBU5,Audi,A4,2005,1.6,Diesel,58026.37
VINEMNVK4RWBZMM4D,Nissan,Leaf,2022,1.8,Electric,48815.2
VIN6KBLXBLLMM986E,Audi,e-tron,2018,1.5,Electric,49020.21
VINEV3VOEP0TSN62M,Chevrolet,Malibu,2021,1.3,Hybrid,47237.59
VINZKFSMDZWX79SEZ,Chevrolet,Cruze,2001,2.2,Diesel,42143.46
VINERZTS571ERKDPL,Tesla,Model 3,2003,0.079553924,Electric,76433.86
VINF30PV07ZSP4FWG,Nissan,Rogue,2020,1.2,Petrol,26342.72
VINVQS24MDU6JD0N4,Nissan,Altima,2011,3.1,Diesel,48299.9
VINKK49AA0O9BUNAU,Volkswagen,Golf,2017,2.7,Hybrid,26874.23
VINCPP8Q85BS83FS4,Toyota,Corolla,2018,3.3,Diesel,53566.69
VIN20G3DWYRW34O89,Hyundai,Santa Fe,2004,2,Hybrid,25455.46
VIN6W3L3DY96L0W86,Ford,F-150,2018,2.7,Hybrid,35437.73
VIN0VRASJOTZY7SYO,Tesla,Model 3,2005,0.003992751,Electric,67200.54
VIN4N4O9N2OTL91HS,Ford,Mustang,2003,2.1,Diesel,22891
VIN2X95R7JV9DTAUP,Chevrolet,Bolt EV,2009,2.5,Hybrid,43990.92
VINKZSWJTSD46ZNSN,BMW,X5,2012,1.4,Hybrid,32553.41
VINK7HXVMGY10IFJ9,Audi,e-tron,2019,1.6,Electric,22156.08
VINL8UAKBAU2CRH97,Audi,e-tron,2021,2,Electric,38743.78
VINWDRGN7DGCIPRHU,Toyota,Camry,2009,2.8,Diesel,41627.91
VINYORZ00G8R6HJ8J,Chevrolet,Malibu,2020,2.1,Diesel,58309.76
VIND97WDKFUDRNHL5,Chevrolet,Equinox,2013,3.3,Diesel,24121.08
VIN2I15RBNEPEHZT9,Volkswagen,Golf,2010,2.7,Petrol,54249.11
VIN94OOY8OHBZ1YZF,Volkswagen,Passat,2012,1.2,Petrol,35380.08
VINIJHJY4AMQ2BG00,BMW,5 Series,2014,3.4,Diesel,26673.62
VIN511NQO6INFZU1B,Audi,A4,2007,3,Diesel,40617.37
VIN55SK2S3HKSKI2J,Chevrolet,Equinox,2018,1,Petrol,25491.17
VINO03OJ64FTSBCTT,Toyota,Highlander,2020,1.3,Diesel,44754.65
VINWV2NLV83OUT81L,Audi,A3,2013,3.2,Hybrid,33636.25
VINX2LRRODNBFQGKZ,Hyundai,Elantra,2000,2.7,Hybrid,30631.67
VINUG882DSG7PB3NX,Audi,A4,2008,2.3,Diesel,52811.01
VINXX7QWGBT8Q3Y2R,Tesla,Model Y,2011,0.070763323,Electric,69439.68
VIN0LWFM7TRXJ1BT4,BMW,X5,2022,2.6,Hybrid,33823.35
VINN4IQ4YX68341Y2,Ford,Explorer,2021,2,Hybrid,32596.98
VINL4OY1AWBQDJLMG,Toyota,Corolla,2000,3.1,Diesel,44817.83
VINIZ6FBQXT0405XD,Ford,Explorer,2020,3.3,Petrol,55096.43
VINZ6KFSIG6W8JBW9,Nissan,Rogue,2014,3.2,Petrol,37169.93
VINGVS8IR52HI7MPX,Audi,A4,2017,3.1,Diesel,24538.37
VINOQVZ4SU14YVYL3,Chevrolet,Cruze,2009,3.1,Petrol,47445.77
VIN9XQDLIQRBEFCIM,Mercedes-Benz,EQC,2019,0,Electric,38222.23
VINZCQQYKMW4EDRIP,Toyota,Prius,2007,1.2,Hybrid,39485.42
VIN97E5YDQTMBV4SN,Nissan,Rogue,2007,2,Hybrid,47347.3
VINJPHCLR0LNWQMQY,Toyota,Highlander,2011,1.6,Hybrid,49064.33
VINT13W5Y4V98JPCL,Nissan,Altima,2014,1.4,Petrol,57979.39
VIN9BW720823RY78P,Toyota,Corolla,2022,1.2,Hybrid,26147.65
VINK6AWGFA6C4WW39,Volkswagen,ID.4,2020,0.00350933,Electric,64066.38
VIND2RX1AD3BS0M1A,Nissan,Sentra,2003,2.2,Petrol,27299
VINV0PHBUQ00ICLKL,Nissan,Rogue,2022,2.1,Hybrid,
VINVSMH13U0LOMJH3,Chevrolet,Equinox,2020,1.7,Diesel,58014.93
VIND1RPBSWIFVRG6Y,Hyundai,Kona Electric,2018,0.018375875,Electric,66608.92
VIN22SOF8M1U5JE47,Mercedes-Benz,GLC,2006,2.6,,58726.53
VIN6D1LQDULMFFOH3,Chevrolet,Cruze,2016,2,,52419.59
VINXI6H21O6OBUTTG,Tesla,Model X,2011,0.053905698,Electric,61074.82
VINGOD8E844Q175CQ,Toyota,Corolla,2017,1.1,Petrol,47536.37
VINVVNH2GSJBJZL31,Chevrolet,Cruze,2007,2,Hybrid,32479.04
VINXCVXYWRF6G9Q43,Chevrolet,Bolt EV,2015,2.7,Hybrid,43265.63
VIN223J2DJTXOEZUL,BMW,5 Series,2008,3.2,Diesel,57553.76
VIND737NM9OEP6CQZ,Audi,Q5,2004,2,Hybrid,27038.92
VINBC8DCFGBEQ0RPY,Chevrolet,Cruze,2014,2.6,Diesel,26190.84
VINL6L1SMS4UM3Q5B,Chevrolet,Cruze,2005,1.3,Petrol,35674.15
VINPI4K40JSEKASUW,Ford,Explorer,2012,2.1,Petrol,24059.61
VINYOIPI72HEMJJFY,Mercedes-Benz,EQC,2019,0,Electric,35531.03
VIN9005V3RLX29HN6,BMW,X5,2001,2.6,Diesel,40951.48
VINOUYYMZAHBMTL71,Tesla,Model S,2013,0.08735351,Electric,56465.37
VINKWV6RJPASVJ144,Chevrolet,Cruze,2013,2.2,Hybrid,
VINRM8XM1FNJLO0MS,Volkswagen,ID.4,2000,0.065156736,Electric,45156.16
VINGHHUTWRP700TXL,BMW,3 Series,2009,2.4,Hybrid,30721.75
VINDKYM5X0QB5DKG1,BMW,3 Series,2003,1.6,Hybrid,49729.09
VINSQBG63BZNHNI88,Ford,Focus,2011,3.3,Hybrid,41995.3
VINQVYEFZ5VSOY690,Tesla,Model Y,2011,0.091218477,Electric,57533.53
VIN7R12TI9LYRTZCJ,Ford,Mustang,2007,2.7,Hybrid,26613.14
VINPKOSQIMXJ2I35B,BMW,X3,2000,2,Hybrid,36447.38
VIN26UOB1E01PXJET,Mercedes-Benz,C-Class,2021,2.8,Petrol,55474.49
VINUTXU2LMR5W7EDL,Ford,F-150,2008,2.4,Petrol,27745.77
VINIYPRYLKP5HBFSV,Tesla,Model 3,2019,0.096005581,Electric,66410.77
VINFFNQL8S7JYI44T,BMW,X3,2006,1.9,Hybrid,46659.86
VINVGE893NTUBZJWI,Tesla,Model Y,2017,0.032268905,Electric,64659.76
VINJJR2JEVOG4ENCP,Nissan,Leaf,2013,3.1,Electric,50483.11
VINFNAZT5VKUEXB4K,Volkswagen,Golf,2023,3.1,Petrol,57215.83
VINMP0212UR86K8SA,Hyundai,Santa Fe,2011,2.4,Diesel,23005.22
VINIU0NY6B2R7Q4M6,Mercedes-Benz,EQC,2019,0,Electric,47612.63
VINITTM0DW3LO0WGT,Audi,e-tron,2021,1.1,Electric,37130.21
VIN62N881YMO1B3J2,Toyota,Highlander,2014,3.5,Diesel,24257.1
VINT1PVYE0JBBPIEV,Chevrolet,Cruze,2010,2.7,Hybrid,34562.27
VINJ7WGB167N4TXR4,BMW,3 Series,2013,1.5,Diesel,38828.33
VINALTN5MZJTNCQ3R,Chevrolet,Bolt EV,2016,3.2,Hybrid,41019.96
VING5LAKJDNZR5HE0,Hyundai,Ioniq,2012,2.9,Diesel,49560.91
VINTB7BRV5PPR8E1U,Nissan,Sentra,2011,3.4,Hybrid,32192.24
VIN7ECXI5FYI87SLN,Nissan,Rogue,2009,1.1,Petrol,55249.87
VINN7U5F13R5KI6J0,Audi,Q5,2015,2.9,Petrol,37905.71
VINISBJ72EJIWQQPH,Chevrolet,Cruze,2018,1,Hybrid,37510.77
VIND4AWZXSVNZEJ2W,Chevrolet,Bolt EV,2018,2,Hybrid,33265.36
VINGLEAYI54HGSJRL,Audi,A4,2001,2.5,Diesel,45397.54
VINO1BFKLMRIGFSL6,Toyota,Highlander,2012,3,Hybrid,36857.92
VINE836RU41RM5BY9,Toyota,Corolla,2012,3.1,Petrol,47902.43
VIN0ZE6ADNUZQ6M84,Mercedes-Benz,E-Class,2012,2.6,Hybrid,47626.81
VIN4B3VVOI348S2S8,BMW,X3,2017,1.3,Diesel,53952.06
VIN4UW3XDVFXIYS1D,Nissan,Altima,2000,2.4,Petrol,35694.99
VINNFGX2IYDNAY2HG,Volkswagen,ID.4,2014,0.068236034,Electric,78763.47
VINZRADBFAVPUOK9D,Chevrolet,Cruze,2003,3.2,Diesel,55526.22
VINR9W3ASNFN175F8,Toyota,Prius,2006,2.6,Hybrid,39507.33
VINXL33T9RW8DDO2O,Nissan,Altima,2001,2.6,Diesel,27292.48
VIN15BCM2WK42YZI4,Toyota,Prius,2012,3.1,Hybrid,38449.48
VINDZ1N1U2H44PNMV,Ford,Mustang,2023,1.9,Diesel,31737.7
VINP7LEF8JS10MPYK,Chevrolet,Bolt EV,2003,1.9,Diesel,
VIN5LJV7F9LZC0SMY,Ford,Mustang,2014,1.8,Diesel,38426.91
VINMJBPWS8381Y6X0,Volkswagen,Golf,2011,3.5,Hybrid,33462.5
VIN7JP8G3QYSNSN65,Hyundai,Elantra,2005,3.2,Hybrid,49351.85
