Car_VIN,Sales_Count,Customer_Rating,Region
VINZ587E0CY7B80BX,256,3.8,South
VINKRX4W3M8JCDI6H,402,4.6,South
VINA62N9E3E52D4DL,485,2.8,North
VIN15BAL6JHSY7MGO,298,4.3,East
VINNSPVIMXDG9PBG2,456,1.6,East
VINZU0J6RP4KAX4TL,129,4.0,West
VINV5IMHX02DU5LGJ,334,2.1,East
VIN4IJM88G0DYU3BY,142,2.4,South
VIN1QVFARB5R37ABO,58,3.6,South
VINIYV7DL0IG9MIX2,414,1.1,West
VIN4K0GUIH250X7K6,70,1.2,North
VINT7DVDAQ0SKL5IM,60,5.0,North
VINQT814VXCLRE0F2,144,4.2,East
VINUF9PAP6H1AH7VI,191,4.5,West
VINF1R5TEYQZMJAZO,284,1.7,North
VINORRUHIOS4LJT4X,472,1.6,West
VIN4WWAUYOC4H59SB,496,1.0,South
VINHK1BOYKTTTXM53,238,1.8,South
VINHCN9PPBNC0NPA2,279,1.4,West
VINSB354EQ942JU62,258,4.9,West
VINQ56LPB9W1G4D2N,235,1.5,North
VINTWUWOOYRNNFF5U,340,4.5,East
VINA67WWUFUZVVWDE,450,1.1,East
VIN6QBEKPVG7D68IS,157,4.0,South
VINFQDVURJDG7IMLG,173,2.5,East
VINS931TFQU6N08Q0,462,1.5,South
VINHAKGIOFK9VB032,66,4.9,East
VINGQR1OD653XG7LU,169,4.1,West
VINMBLW9AZR5YB1BA,115,2.8,North
VIN4QDO6C2KPRMIGO,409,1.2,East
VINRXGEOEOW9UAXET,366,4.7,East
VINUCLCJ33U15IC22,378,2.0,East
VINMWSRZH9IHQYRU8,338,1.7,South
VIN83G25CMYAWZ134,431,2.3,West
VING8BX8S8IGT4HV6,483,2.3,East
VINFATMZHI9L1G3GX,403,3.1,West
VINZG83UYOVWXXYE7,204,3.8,South
VIN7IUXRUCHR2HXIX,434,4.2,East
VIN5VIU1JNAA3EJ8K,348,2.3,North
VINUS7O71V1PIOSVM,311,2.6,West
VINN74T6E3WH140QI,116,3.5,West
VINM0MTVO2PTYUO03,384,1.9,East
VINESUIUGURP04CE9,270,4.8,East
VINQQRPKFNB1G0N2S,188,2.7,South
VINJMLCZDCPE5BMXV,410,4.6,North
VINKGPNTBI5IQNH5I,100,2.6,South
VINB8Y1HL3AKUC7QK,351,3.3,North
VINT2TX6QPZ31IBZX,227,2.9,South
VIN75HRN2XEMJ185O,270,2.3,North
VIN1DPN4J5VWASLF6,474,2.0,North
VINRDSUOGGE7P22NU,496,4.1,East
VINF81U4AO4B492PE,143,1.7,East
VIN08PLGPJT3YQH9T,299,3.6,South
VINZZ1W4GWWOSYQP0,266,4.2,North
VIN9JH2VGO0031S2X,196,4.6,East
VIN5RMGUTL1XYTMQ5,212,2.1,West
VIN5Q862UXD7IDZ6Y,368,4.7,East
VINVYKZGSVAD2P0HV,264,2.9,North
VINBEMS0Y7YXR3UWB,225,4.4,South
VINIJI9HMPW5RUKLC,278,3.3,South
VINAQ3T595KUDLSYW,342,1.9,North
VINSZP0YMP61Y0E1X,61,4.7,East
VINEHN39FONFWV30N,62,2.2,West
VIN1TLEZWIY1KQY12,500,4.8,West
VIN4QIW0B3Y54LD8D,440,2.2,East
VIN0F1D37W1KY3WDB,273,3.3,West
VINS5X5UB5RLMKSLY,266,3.1,East
VINVFGB99M5YD76JZ,175,4.6,South
VIN1HLRUKHBDC8DRM,300,3.4,North
VIN1G95IDBXFWS74K,355,3.8,West
VINC2PZV97ZQV6M3K,156,3.5,East
VINQ0J6GQAQKFQNDF,461,1.3,North
VINDKGFZOTLSTNDV8,183,3.4,West
VIN3M08FSRW3QPHAT,142,2.6,North
VINSCR4J1C59ZJE55,412,3.2,South
VINJWJJK5J1Z3P8LF,143,2.2,West
VIN3RBDKFEJIVT0K6,382,2.7,West
VINR6HQKYRCBMNUG1,387,4.8,South
VINGA6FJVU4G3HHRR,128,1.0,West
VINLGLZKEA9MOCX4P,272,5.0,East
VINSARE0HV342MHBR,392,3.4,West
VINKKVB95HP1N9RFF,241,3.0,North
VINBXOBS00EDX9P0K,284,4.4,North
VINN7QWD9GTY6FY1U,314,3.8,South
VIN4ZWDP2RCTD7WV2,213,1.9,North
VINNAWW0SWXQAQH51,153,2.9,South
VINTV1038TLHEG8BZ,74,2.9,West
VIN20YCK46NQQYT9H,109,4.4,West
VINRT04IMNH1MOI93,156,2.5,East
VIN6OLBFLI6FR732Z,427,4.8,South
VINKNED67Y0FZ8EU3,210,3.7,East
VINZ5W84ZQU2OMA8O,173,4.5,East
VINJJXKDX7T80H55S,147,2.4,East
VIN6WR1V5KOK0AHMM,243,2.5,West
VIN1J54JPROR1I9D0,386,1.4,East
VINH3XCRMZR5ARR5S,433,1.6,West
VINMI2UCUPTU8VRMG,386,2.1,North
VIN37UI57TP3ZW28K,499,3.9,East
VINFIPBD4PKP75XQG,288,3.9,West
VINZX861Q1RWRWM2V,167,4.0,East
VINE5L61FTY3UI9OT,294,1.9,West
VIN5J933X7C0NMQG5,311,4.0,South
VINHT8VLXJSBO39ZQ,453,2.2,South
VIND5T18HA7K29UU3,473,3.1,West
VINE4CSGH3YBUGLT3,499,4.1,East
VIN0O896L6EUZOMME,325,2.4,West
VIN558WM08HQNEQHI,269,4.4,East
VIN9APUPBP96BRC2F,77,2.9,West
VIN74JMRFDDOA15Z9,183,2.7,West
VINYEXO8H47GLOQKD,180,4.9,South
VINZ58P3H82IKTM0A,148,1.2,North
VING8YJ1QBN589EC4,293,2.2,West
VINZCN9YY75I2QL6D,391,4.7,North
VINY3AWCI8PKUTKXZ,311,4.0,North
VINY45UN1H3E6P1VY,295,3.7,West
VIN2PTOITCQAQGTSO,471,3.5,North
VINRWZWFN82OP06CV,270,3.1,West
VINV8VSGA7MOOJ4QQ,286,1.0,West
VINE35JGL2M3NWYVH,307,2.1,South
VIN8OSQYC3WBPQWAZ,466,2.2,South
VIN4YSDCB2KHONPM0,477,4.6,North
VINQ1YGOR6A24EVSJ,467,4.9,East
VIN8GJD0BCX3RX36E,157,4.9,North
VIN21ZTFSHK38BGTL,72,4.9,East
VIN1PNDCUZNIIDPKC,223,1.3,North
VINLK48OQRN88UK8I,441,1.1,West
VINJLTXBNSK928IM1,330,1.4,East
VIN40645C1MPVPIXN,468,4.5,South
VIN1RYIQPSB3M6FSS,449,2.2,North
VINFGNFBK1UJFUO0R,109,2.0,North
VINRBRJIIOMGVKXHK,188,3.9,South
VINZ4DPFQMZ1XT75H,98,3.2,North
VIN7FYTQF65R3SEZE,313,5.0,West
VINKW064XT90X51VR,291,4.0,North
VINJ3CJ1940NGEXNT,152,2.4,West
VIN5N8OO1GLUCBZCG,292,1.4,West
VIN91WC9FOFMY5B3R,384,3.1,West
VINC56N3NKTVKUXFA,204,2.2,South
VINWTH0ULDSZRTR3A,177,2.7,North
VINHCTP5X841G3G7T,475,3.1,West
VINXVMV0QF6V9X2P4,57,3.4,West
VINYWXW2VCR9WXLC9,71,4.0,South
VINWIGSVDY8377XOC,306,1.9,West
VINIQ8714ZBPJ31JC,146,2.6,East
VINGUEYTMR87QC0SB,213,4.4,South
VINLUXDJPREGN05EY,476,1.4,South
VIN4NK3FRJYO2OVO8,99,3.7,North
VINVTAV2YJ2PXBJ3H,438,4.5,West
VIN46ZAIO4PE2T1ZB,337,4.0,West
VINSOE7802G7CLYIR,275,1.2,North
VIN79WLBW45RMK6BE,81,4.5,South
VINVSVDADM7I6PITF,196,2.6,East
VINU6BRLWNVWATAQ3,175,2.9,North
VINX6YAJ4XONJVG4V,92,2.5,East
VINME39BL4W2GTMTW,394,4.7,East
VIN5LL9F8ORDYQ2PV,294,1.2,South
VIND3FFKCB85PYRRD,187,4.7,North
VIN5H5FSBCT64YDSC,499,3.4,East
VINFS5YH400M2X0JD,151,2.6,North
VINC3SE3MJUG09PS6,257,2.9,North
VINSBIQJ775BHECZ5,145,2.0,South
VINV4WBMD0OQDYPMK,259,1.3,West
VIN2PE8WYFAORLXIS,230,4.0,East
VINZZAL0P7WC3DNKV,354,2.7,East
VIN2WVEGDXQUYJ9QE,98,2.0,South
VINOBN0IDEUXDS88M,486,3.8,South
VIN424PCQO9GKT1DM,127,2.4,North
VINNQ9Z1GJOJFLXWO,124,4.8,East
VIN81MLQ2PLJX7XUO,302,4.7,East
VINZEQ6G2IMEN9I62,233,1.1,West
VINMQ1683ID8C6KTF,419,4.0,South
VINXC4I0YK7A8KNPH,211,4.3,East
VIN8G494ZHDZA4Z0S,127,3.1,West
VINI2RJ55CICNE4HX,326,2.8,West
VINL7VJJEDH65PUYR,157,2.9,West
VIN57IZR2G4SRBFN8,299,3.7,East
VIN9RD9BN9K6VIS3G,142,3.7,North
VINGB7OFCFNO6ZO7Y,456,4.9,South
VINGTG49FIZFA5A5O,497,5.0,North
VINO288O54EY5OZDH,112,3.5,East
VINWWZCUSX7W1SGEE,483,1.4,South
VIN46TA7BY926OUXD,328,3.2,East
VINA27ACL4NO0U4VL,133,1.5,West
VIN0V54L976S6HDTV,451,1.7,West
VINXPLUD6J19NYJIB,113,4.5,South
VINRJJOWJDIVX4MMM,75,4.2,North
VINQP7LON7K20TJFR,330,3.6,East
VING7OK42I74F0TRV,117,4.8,South
VINJ1TVKDN7FGLK5G,390,4.4,East
VINFM6ESENEQ0N13S,125,1.6,West
VING6GUD63V9OO7JE,489,3.2,East
VINO24J8NJ04ROR8U,343,4.0,North
VINSAT8DW5C8IFCB4,100,4.8,East
VINVE3ANRPITVKLCJ,80,2.1,North
VIN14HC2W84VICWNO,474,2.0,West
VINISXK8AR0YS8RNQ,106,4.2,West
VINO7XQJIA5WA2XL4,74,3.7,East
VINGEAFBJXFAGW89G,228,2.4,East
VINHQ02SKVSG8I9DZ,428,2.9,South
VIN0Z0BFC23FFPA96,429,2.3,West
VINZACSE6HSF8T3YK,265,3.0,North
VINRRZIB3QR457YED,486,2.6,West
VINT8YEH8DTFOF7A0,423,2.5,South
VINPYCHVVWO81RS8Q,351,1.2,East
VINEO7SIVSTAKJRKY,356,4.0,South
VINR8KXRRRE3ALCV1,369,3.1,North
VINDPMWE4Q6T76OT2,198,4.9,West
VINQZ6TA0G2CPQ359,322,1.8,West
VINRMTIW1NAYIYLX8,383,4.4,West
VINEJUFP23DKC52AZ,497,4.9,West
VIN11PLLXHU83H55T,359,2.2,South
VINYAMNAZCO17478H,68,3.8,North
VINWZOBNN2NVFIOPL,141,2.4,West
VINM8I0BAP0UJ4K87,396,3.6,West
VINBX9WIVPGP88RL6,141,2.8,East
VINL4W1TUV169VXZY,69,2.7,East
VINE4TVWX568I8K3P,109,3.2,North
VIN0D9AKV9HNCS88I,243,1.8,North
VINEPNUY0XA5MWDFR,330,3.5,South
VIN6SIJPODVYWMGKL,103,2.3,East
VINRKVFDDBRSYDXTE,180,1.7,East
VINM6A57E3REO6ZKO,427,3.1,North
VINW3E3LDEHW3X8D7,208,3.2,North
VINP3UN0AP6ZZL7JP,58,1.6,North
VINQQTIEUFJSVPTCY,478,1.4,East
VIN9AEC6WXJ5T6MGA,189,3.7,South
VINBN43NUTEZY6FYV,474,1.7,South
VINWXZWHWC3PPNIZW,493,1.1,South
VINP85E4O0OPTXN5J,368,3.5,East
VINFGTEZ4IEZJ7JLB,483,3.0,West
VINL4PAKRCBJ27FDV,433,2.4,North
VIND3PMWG6VIMXWVF,480,4.8,East
VINCP1JF92ZYH9Z5R,343,3.5,South
VINCMARYZARP9NOPD,298,1.0,North
VINEED5LJBOO4XPWP,59,2.8,East
VIN28PYC7YULIWCC6,79,4.8,East
VIN9QJ6VIJNN7D3W4,431,4.1,West
VINGHCC7FA6ZDLXD2,122,3.7,East
VIN6RZ4WRUFRE0JC7,289,1.7,West
VINQBVD8MVMPES06G,193,1.3,South
VINCO4POF9CEC05EW,461,3.2,South
VINH6O12SE8GYCOWJ,159,2.9,East
VINOEGI2FZV331UJ6,116,3.0,West
VINCP45QO4I6VTW73,221,3.0,South
VINMBM3GAIWS8KPQ1,365,1.4,East
VINPVNT4FLMLP5KZA,458,1.0,North
VINGOUOQEQJPIK004,58,2.9,North
VINEM50LAHB1279A3,174,3.3,West
VINICF7392WI8X3UH,424,2.9,North
VINWXQOX2RQPTDHQJ,187,2.1,West
VINT22J6UWN6XLQEL,443,1.3,South
VINJ1ADF2FVH45FSU,449,4.9,East
VIN446GBU59XUEZ7B,340,1.4,North
VINNM5DKIV5CQJEJX,109,2.3,South
VINOJHA11EINQ3NOM,194,3.4,West
VIN9X061XLKX7USDC,73,2.3,West
VINZBX12NG6MXCZ4H,148,2.5,South
VINI0W8X7P2JJBSX8,99,4.2,South
VINNHUC5I3BUWJ9I6,111,2.4,North
VINRKFWSK4SC35MCL,275,1.7,West
VIN5VS180ZMXEIP3Q,390,4.7,West
VING0HZESAM8YZ0PK,467,3.0,East
VIN9T8FROW1KJADFC,457,1.6,West
VINB2JSTRHP9SY1KE,188,2.2,South
VINBMNBNJDNQFBCHG,449,3.5,North
VIN3SCC4GHLHX81QM,479,1.9,South
VIN5U21KW3WK8I75Y,253,1.6,West
VIND2S1Q1TWG5KULI,172,3.4,West
VINIE4AXAITN9J5UJ,405,2.2,East
VINMEDKRBH9WTF45I,411,1.3,South
VIN0M47JU1M4BUI8J,492,2.8,West
VINY8PXS61WTMBEGS,340,4.3,North
VINTXFJGGR9RNZ1H5,259,1.2,South
VINSQK1ZQED7Z911F,316,3.8,West
VINCM2F9BKQSBTRLQ,200,3.9,West
VIN6ZBZIRPHYSJYJP,180,1.6,East
VINGQYGC81RQ92HUP,130,4.1,West
VIN0J2PC0UHAEQ864,425,3.1,South
VINQNLAGL14RZQ2HV,298,3.6,West
VIN27TGLZ7U5YSLV3,111,3.1,West
VINYP6VQDKU1A8RA1,244,2.7,East
VIN4A94NU503MPTXQ,282,3.5,West
VINES4MMKX0YRCQT2,492,1.0,North
VIN2MRXCGQTZHBE4K,327,3.7,East
VIN5LX3WUW646L8Q8,361,3.8,North
VINZ7KL54OWP1844B,451,4.6,North
VINGDK03NG3CZRJ98,143,3.0,East
VINL928O7OLKPUI6C,471,1.4,South
VINBZTB10128O9AX0,153,4.6,East
VINQAKKTF7ROWNYJ0,193,3.7,North
VINTUDPUE5YPFWOPH,189,1.6,South
VINBOSR14JDOF9ENA,111,3.1,South
VINSF3CLMZ45S6F44,368,1.6,West
VINCDCOTXKNEHX7Y9,409,3.5,South
VIN7VZ1K5IVUJZY6Y,61,4.1,South
VIN96K91KTQWCJT42,388,4.6,South
VINC9GPUMNDPSGUQL,227,4.9,East
VIN5OM09K6Q8CHFSX,143,2.6,South
VINEFM8RQO6N89158,478,3.6,South
VINMWP12C32041ZVR,168,4.5,East
VINGM30P1JYL90YXN,308,4.2,West
VIN0U5ENDSZTP1RLE,344,1.0,South
VIN9FS3CNGPZA2K74,209,1.6,East
VIN8ARRR7FNFR500O,204,3.3,West
VINRHL8PX3BFGQ6WS,396,1.4,West
VIN8PLLL8SMTVBJRT,437,2.8,South
VIN2BISZ2IN4H3J2W,211,2.1,West
VINWHH4OY3SEQTW2I,149,3.6,West
VINQ135GF8ZYIC3X4,299,1.1,North
VIN0ABXQ42O3B7I5Z,260,2.2,East
VIN46ZF076CJ2RGY8,99,2.4,South
VINK9YH0UYBDMTR2Z,198,2.0,East
VINJFZUV7J4NXXIJR,484,1.0,West
VIN52AXS5HUDAMGL4,484,2.6,South
VIN32HON6FABKJ63Z,302,3.1,West
VIN44925TNUN3DC02,166,3.7,East
VIN9YN02AIQCABD27,116,2.9,East
VINX7KYHM8G9VBIDI,361,4.7,North
VINK9GKWKIR74504K,200,1.5,West
VINF1MG521G7RYI8D,460,4.1,East
VINN0VO10BC1BQFSQ,430,4.3,West
VIN6P6CKCBKUVB3UH,423,4.8,North
VINXKA5KDUBA5TJ7P,398,1.4,South
VIN5URURSBB6QPABM,354,1.0,South
VINRB9YWW0G51ZLBR,419,4.5,South
VINRW63CD93GOW6ZN,362,1.1,East
VINA49N4KMZHZZ64M,265,1.5,East
VINOOUNK08O9K4ZL4,288,3.8,West
VINWXEH0D4Y9A3B0R,114,2.3,West
VIN6Y1G3H1U6D71YI,403,2.9,North
VINDNZ2I7JP2T4GMH,51,1.8,East
VIN9ZCOBQ0FWB13N4,200,3.4,South
VIND1FPZ3OVLIARSW,372,1.6,West
VINJ4C81BFVHOIYQP,497,2.9,West
VINA2INBXF948SAH9,142,1.5,East
VIN1BGRTRZTE1AMC9,84,3.7,West
VINH19RFED4NRN4TX,98,3.0,East
VINKRWFONF8EQA0B7,430,2.8,North
VINJN4SB4E7QYLNZW,228,3.1,East
VINFQUBV4M1I1FKGQ,495,2.3,East
VINLJ9U05HSAUPLDQ,279,1.6,West
VINR3K20DZHIVLV0Z,260,2.8,North
VINFJ4WQIHK4OY1QX,357,1.5,North
VINC0CXQB4SPNU7VV,440,3.9,South
VINZGO99POYKNJ4B6,425,2.0,East
VINFO8EWPWBMG1WOI,104,3.5,North
VINC8C7SSY978CLYA,181,4.5,North
VINPXYOCMD27CK0T6,412,1.8,East
VIN4LP2SOM2IYIJL6,91,3.1,East
VIND54SFXXOLLPPF4,361,4.2,North
VINPE1LFDL4TBB55V,153,3.1,West
VINBEXS9MHXKKG7VP,288,3.9,South
VIN7IO0BBAF5TTFUR,58,2.1,South
VINBT2YGH0VMS1B2Z,113,3.5,North
VIN92MLHWTIA4X3BI,151,4.4,North
VINN66VHE1PNWU3JK,65,4.3,East
VINN2SH5FJSO25VN9,259,2.1,North
VINMAKS52EFCBJV3P,399,3.8,West
VINP50LKJ06SX9W17,427,1.2,North
VINPQ08ZSEEHE801A,281,2.1,East
VIN4VIP6GFAGEES3X,387,4.0,South
VINFIVRS8PCHQZPV1,85,3.1,West
VIN27VFPG2Q89WIZG,384,3.4,East
VIN4YJSXV3145AAHD,298,1.2,East
VINHFGQ6DW0BBI354,282,2.8,West
VINW5NHCIPSGQR01U,281,2.6,West
VINMEZHM8B1OLEDKF,400,2.8,South
VINJXXX5RAI1CI05M,403,1.1,North
VINSYIIAS1ZXI1NPP,192,4.1,North
VIN6OPQGC5D0VTE4H,106,4.1,West
VIN3WRFS3RLN3A12R,336,4.9,North
VINBT6MJXL2W5VWOD,308,5.0,East
VIN1Q850GVBL5F2CW,367,3.2,East
VINEB7IMDXSPNU71D,185,1.9,West
VINL5KLRP3D3WO1RR,83,3.0,East
VINIRCU5SBUKDGFDN,476,3.5,East
VIN1XBVRXF7HQDLMC,354,3.1,South
VIN6D9B7LOL0GO6JS,267,2.7,West
VINW6IRMA4D9S84B2,314,3.4,East
VINOV2JYKJXGIQ564,163,2.2,East
VIN37U7IK8E86VK3W,387,2.2,East
VIN3BG2A4MPGV3156,328,1.7,South
VINX6KDM8COKYVDM1,100,2.3,North
VINI9D0Y4DVBUE4YX,233,4.6,East
VINTHTGJFRA7KKKH0,429,2.7,East
VIN3YOG9A4QX8HFBF,109,4.1,North
VINQUDDPWSIEFR86F,384,1.0,East
VIN1GE5357OVM4H3P,198,1.6,East
VINDAXPJDPR2YALD9,319,1.9,West
VIN624DL2FTLT177Q,488,4.9,South
VINFYZPCU0996C7NI,396,2.0,South
VINHB6IGKBK9AKG6Y,360,4.2,South
VINM10P1WCURX01V6,420,3.7,East
VIN7B3DOX1MQRBNC8,243,3.8,South
VIN9K9B97ERH208YD,479,1.4,North
VINPF9XW4CQYOFXBB,199,1.0,South
VIN70EVRHLFHN0O4G,111,2.0,North
VINHOFX0Z3XU8ING9,197,4.7,West
VIN8QDBK57INDM802,489,1.1,South
VINACR15OKF2PT9GN,59,1.2,South
VINY4RYM2598IR6QJ,416,3.7,South
VIN1QB1MDFDZRGW4D,401,4.0,West
VINW6V02JJ28N38PX,277,2.1,North
VINR841U3WEYJMVM3,158,1.2,East
VIN6AXQNFJ2FGMXIN,173,4.2,East
VINJUX6D9HTNBSUZX,481,2.0,South
VINOD0CCOJOF394KJ,375,4.7,South
VINT6O9V4T7XL74SR,276,4.9,South
VINP1YMCZPP6VCKUN,286,2.9,East
VIN4M35XPBBFVKBEK,409,4.1,West
VIN0LE7BOTUO4LJMO,221,4.2,North
VINAS5OLAF688TX63,408,1.2,East
VINOD599BA0RF230D,365,2.0,South
VINKMPJTYDFTSM8S3,152,4.8,West
VINALCJ9EIMKI8KV3,282,1.3,East
VINY4G1WLDQOUK3G9,383,4.7,South
VINFER7EMUN2MEW7G,114,2.9,South
VIN89FDCCYBV8BB4N,50,2.3,East
VINM4YYTE8XJW3LYU,365,4.2,South
VINO7CJPG8F4ZNYLQ,250,2.3,South
VINHRJVNZQ3CZRZBO,264,4.4,South
VINBHPMJF8XSK0RNE,464,4.0,East
VINEPHE5IDRGT56GT,323,1.7,South
VIN7AIL49SCDXGGPF,353,3.1,East
VINTGWUD76T7WYJLA,62,4.0,West
VINBGFGJPCJ1D206L,251,3.6,North
VIN40585GZW1Y90E4,341,4.8,North
VINTG5N8Q2QYMPB2C,190,3.6,East
VIN4JMNG2XCBKKTII,131,3.3,West
VINQM86FFLFKMAOTR,204,4.2,North
VINRNM7SGR1OP409A,163,2.4,South
VIN23ELYNQP3DLKYF,349,4.4,East
VIN8XN5MR5BCQ0618,359,1.5,South
VIN4YZBZVRKANN9U8,147,4.0,East
VINHMG6UQXRUWW14N,157,1.9,West
VIN05NTBFJSYP3C3Q,227,4.4,South
VINWPMU7YJE9AW3V4,307,1.3,South
VINMK5D8D2J98ZVPP,98,3.5,West
VINON89QU0D37EDML,390,2.9,East
VINI3TGQZ98DSP8EP,374,3.6,West
VIN07D96SJ7A1LOKL,370,4.0,West
VIN7FT06Z442LVB3D,127,3.4,East
VIN8EQZ2CDQCG05LG,263,1.7,East
VINBSQWL1CFR1BOCC,428,4.9,East
VIN12X62MYRDYDW8I,133,3.1,North
VINBJCJBS3YPPQQTP,492,4.1,North
VINTARL76HSV6KEF6,104,2.2,North
VINK5DVT995U5SECO,356,1.6,East
VINEJFJ3WX4Q9ETGK,247,3.9,West
VINE88N1CWFLRRXCV,383,3.8,South
VINP8NXZ3J8CJIRSL,145,1.7,South
VINYA218K2B5PDW6G,153,2.7,South
VIN0W34RTQCXREHX9,260,4.2,South
VINNW2ZSGBIO2A3Q4,367,2.9,West
VINW636T8FYSSF367,242,1.0,West
VINSJJDRH7RQPCYHV,154,1.6,East
VINJK4IQ2G3JMNXEQ,293,1.4,South
VIN6AWK11B5V0V7QW,465,4.0,South
VIN904NLXGZKLI91Q,195,1.6,South
VINT9FBBJ39G3EPLK,339,1.8,East
VINPR14BT1FE8Z21G,147,3.6,East
VINDVRHUP5106ELYT,212,2.1,South
VINB4909FGKTUS150,127,3.2,East
VINQ1SPIMS0B3DBS5,223,3.8,South
VIN8POQ9HY0PJLC64,104,2.4,South
VINZBV5S3HPX22B3J,329,4.1,North
VINWRUHNNZXEVAW2C,379,4.3,North
VINJYJK29YWEQM0UP,453,2.3,North
VINRO2NFGDB7EFCA5,207,1.5,West
VINKVXEABW3H9ZA68,325,2.8,South
VINWVGIOVHR21LA29,325,3.4,South
VINOCE1E10KYCCRVF,131,1.4,East
VIN2L5PWUIZJUQ4SO,494,2.0,West
VINHZWH4X5VZWNBIA,478,4.0,East
VINMRL3RIDIWKF0DC,476,4.8,North
VIN27FCIM6OHCP3QY,219,2.8,South
VINEANOI9Z4C28JUW,260,1.5,North
VINDZR5WHHE2G8ZD7,203,2.8,North
VIN2BAO16INBYVF8A,116,2.1,South
VIN5VOYFQS0CLTGRJ,104,4.4,East
VIN2YQP8AKIOBM8MM,444,1.4,South
VINM9GRYOWE9FBWBO,152,2.8,South
VINW4XKNY1BXTR0TX,81,2.7,East
VINV3X6G7JVQ7UBAS,177,4.5,East
VINGVCCEZG4QLS832,101,3.5,West
VINHSB63OTH20OREO,448,2.1,South
VINLLC9GOWCM580UB,388,4.3,West
VIN6QK1XQG7Z0WJZM,430,4.3,West
VINOXPTT5XD1CUKNG,255,4.6,South
VINAZ6AI3PQUYHUP3,426,1.4,North
VINC2G2HV8NC8Z66X,75,1.5,West
VIN175L3C200X2GTC,186,3.2,South
VINRE057ARY0SKBEP,336,4.1,South
VINNB1KCI3LVE8RG6,306,2.4,North
VIN4NPQBDFNCC1KTX,305,1.5,North
VINLO0C0WO6MJ99BJ,125,4.9,East
VINRF0AFZL9XKC3KG,464,4.0,East
VINVTEWJ2NXBZM8NT,459,2.1,East
VINS8RMJ2JNBLC6YO,299,3.8,West
VIN1MBIN5ABJRNHD6,291,2.7,South
VINQI1AF9XS7MUR0F,165,3.9,North
VINBZ7QXEEU2M2NF6,492,3.3,East
VINSA6QDTIF5F051V,485,4.6,East
VINZ5QDXHJRRYYVSO,53,1.5,South
VINE6VQW1GGWGLB7G,444,4.8,West
VINZAMG7F8V83M0K3,147,1.2,West
VINGSGAW98574QZBX,261,2.7,South
VIN443PQN412YDCT7,235,3.4,West
VINBQKLNR1OL3JLVC,483,3.7,North
VINCB7PD9FIA8QHRU,411,1.5,North
VINNNKHL7YJESJX91,145,3.0,North
VIN9BMH2GXBYVWYEB,236,2.7,East
VIN79GCKWGLMWPMIY,251,2.7,South
VIN1YUS2B4PWHQTNB,351,4.1,South
VINKDJPAZBVR44T73,438,2.8,North
VINNBBY6MTNC0ZSLM,185,2.3,South
VINY6W2ZOC2FHK3YB,467,3.0,North
VIN83PMDJLXHOQLZZ,416,3.5,North
VIN2IBJEUFUIZPKKV,398,4.5,West
VINQTNV0IKUMNDEM9,209,3.1,North
VINMPW13LP272TYXR,379,2.0,West
VIN8YNAFKI9H17136,434,1.8,West
VINREENWKJOCANAVV,216,3.4,West
VINHP17GALC42F7HH,455,1.2,South
VIN1N83W17VMUQ6ZV,243,1.6,East
VINYYXYTGBYQMUWCJ,201,1.7,West
VINYPXJ4XDWRBJMLQ,89,1.0,South
VINQ2Y75TZUUQZW2D,124,4.5,South
VINW18KHSOFZS5QKK,71,3.2,North
VINUE653W4ON9UESS,264,1.4,East
VINBS78HKP2C52YVT,400,1.1,South
VIN26T03BOA6T2B5H,336,4.6,South
VINCZGN1F1HDXSWNG,155,3.2,South
VIN50DF1CCWROE37H,434,2.5,North
VINT83MJCQ5FILK4T,140,3.2,East
VINGC7DNC55FLFAUM,82,2.2,South
VINCVRSTSKYVCLE1H,320,3.6,South
VIN085PGMS8F88PII,336,3.6,North
VINRR052VGX83UG6J,318,1.1,North
VINRHSPUHMOBX03QK,361,2.6,West
VIN1JWJDUT8FCPBOX,80,3.7,East
VINJW7X3X72PYPR11,206,1.4,West
VINM05V16QQO8J7JM,491,4.7,South
VINMG5YIW2N9GS6A4,258,3.5,South
VINL3T4KSNFLWYH0A,352,2.0,North
VINWY7Z3U891CUE5C,217,1.4,North
VIN1TCKCJ0LFI3A9J,222,1.5,West
VINJUIXGP04NM4X71,121,2.1,South
VIN7G96R4HMI2P37O,429,3.9,South
VINI5Y5XNXC1G4L2E,174,2.7,West
VIN5ILSA8Z8QWD0YW,228,1.5,North
VINT6XVDCDUB8LOQQ,294,4.0,South
VIN04TLHMB6INOB33,380,1.6,South
VIN3CIT1CFQL2YTAU,451,3.9,South
VINFKXACLC2696E0U,495,1.0,North
VIN5ZQSQIXJY59ACY,309,4.6,East
VINUHUHWZPODMP0YP,442,4.3,South
VINOEVT2O9GRP6A6X,252,3.3,South
VINBUI1CPQ4AFA230,187,3.0,South
VINFOZPLOALME3BMN,85,4.3,East
VINXHEBHIF932L0PL,254,3.4,North
VINEI62Y6MERONUYI,164,5.0,South
VINFOEFWKHMFG5S2X,221,1.0,West
VINOZ9W6CFQWB8S2K,331,3.8,West
VINJVNWU8PMH3D68C,205,4.7,West
VINXD6K585NU1PNYQ,398,4.7,West
VINVJ9X15XCU7EI00,395,4.2,South
VINY4WG078TIZN0S3,479,1.9,North
VIN9C64H56NZCTEK2,301,3.0,West
